name,description,price,image,compatibleModels,sku,quantity
Black Antique,"Case Design: Solid charcoal with dark green undertones with cream outline Finger Strap Color: Solid charcoal with dark green undertones  and cream outline Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackAntique1.jpg, BlackAntique2.jpg, BlackAntique3.jpg",iPhone 14 Pro Max,ANT-IPH-14P-MAX,10
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 11,BLA-IPH-11,10
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 11 Pro,BLA-IPH-11P,10
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 11 Pro Max,BLA-IPH-11P-MAX,10
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 12,BLA-IPH-12,20
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 13 Pro,BLA-IPH-13P,30
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 13 Pro Max,BLA-IPH-13P-MAX,19
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 14,BLA-IPH-14,15
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 14 Pro,BLA-IPH-14P,14
Blacked Out Leopard,"Case Design: Iridescent black leopard print Finger Strap Color: Solid Black Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlackOutLeopard1.jpg, BlackedOutLeopard.jpg, BlackOutLeopard3.jpg, BlackOutLeopard4.jpg",iPhone 14 Pro Max,BLA-IPH-14P-MAX,14
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 11,BLU-IPH-11,9
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 11 Pro,BLU-IPH-11P,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 11 Pro Max,BLU-IPH-11P-MAX,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 12 ,BLU-IPH-12,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 12 Pro Max,BLU-IPH-12P-MAX,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 13 ,BLU-IPH-13,9
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 13 Pro,BLU-IPH-13P,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 13 Pro Max,BLU-IPH-13P-MAX,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 14,BLU-IPH-14,10
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 14 Pro,BLU-IPH-14P,9
Blushing Leopard,"Case Design: Iridescent soft pink leopard Finger Strap Color: Iridescent soft pink leopardCase Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlushingLeopard1.jpg, BlushingLeopard2.jpg, BlushingLeopard3.jpg, BlushingLeopard4.jpg, BlushingLeopard5.jpg",iPhone 14 Pro Max,BLU-IPH-14P-MAX,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 11 Pro,BRO-IPH-11P,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 11 Pro Max,BRO-IPH-11P-MAX,8
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 12,BRO-IPH-12,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 12 Pro Max,BRO-IPH-12P-MAX,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 13,BRO-IPH-13,19
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 13 Pro,BRO-IPH-13P,18
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 13 Pro Max,BRO-IPH-13P-MAX,20
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 14,BRO-IPH-14,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 14 Pro,BRO-IPH-14P,10
Brown Leopard,"Case Design: Brown leopard print Finger Strap Color: Solid dark brown Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BrownLeopard1.jpg, BrownLeopard2.jpg",iPhone 14 Pro Max,BRO-IPH-14P-MAX,10
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 11,CC-IPH-11,10
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 11 Pro,CC-IPH-11P,10
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 11 Pro Max,CC-IPH-11P-MAX,10
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 12 ,CC-IPH-12,18
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 12 Pro Max,CC-IPH-12P-MAX,14
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 13,CC-IPH-13,57
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 13 Pro,CC-IPH-13P,36
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 13 Pro Max,CC-IPH-13P-MAX,29
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 14,CC-IPH-14,19
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 14 Pro,CC-IPH-14P,19
Chestnut Checks,"Case Design: Brown and Cream Checker Finger Strap Color: Brown and Cream Checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"ChestnutChecks1.jpg, ChestnutChecks2.jpg, , ChestnutChecks3.jpg, ChestnutChecks4.jpg, ChestnutChecks5.jpg",iPhone 14 Pro Max,CC-IPH-14P-MAX,19
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 12 ,CHE-IPH-12,9
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 12 Pro Max,CHE-IPH-12P-MAX,10
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 13,CHE-IPH-13,8
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 13 Pro,CHE-IPH-13P,10
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 13 Pro Max,CHE-IPH-13P-MAX,10
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 14 Pro,CHE-IPH-14P,9
Blue Check,"Case Design: Two-tone baby blue checker Finger Strap Color: Two-tone baby blue checker Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"BlueCheck1.jpg, BlueCheck2.jpg, BlueCheck3.jpg, BlueCheck4.jpg",iPhone 14 Pro Max,CHE-IPH-14P-MAX,8
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 12 ,DAL-IPH-12,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 12 Pro Max,DAL-IPH-12P-MAX,10
Dalmatian Dots,"Case Design: Black and white dot pattern Finger Strap Color: Forest green Case Features: Comfortable finger loop that can be used with either hand, Wallet pouch that is designed to fit 2 cards (as it breaks in, more cards can be added), Adjustable kickstand to prop up your phone, Vegan leather material, Shock-absorbing inner pad",19.99,"DalmatianDots1.jpg, DalmatianDots2.jpg, DalmatianDots3.jpg, DalmatianDots4.jpg",iPhone 13,DAL-IPH-13,10
